date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:46:13	85214/85214	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-14cde%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/avatar.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/avatar.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:14	22036/22036	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/pricing.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/pages/pricing.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:14	61881/61881	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:14	44922/44922	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/timeline.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/pages/timeline.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:15	21869/21869	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:15	23933/23933	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:15	20243/20243	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:16	45078/45078	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:16	59607/59607	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/buttons.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/components/buttons.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:16	50782/50782	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/grid.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/components/grid.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:17	56398/56398	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/panels.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/components/panels.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:17	44121/44121	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/sweet-alert.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/components/sweet-alert.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:17	54255/54255	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/notifications.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/components/notifications.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:17	41805/41805	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/icons.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/components/icons.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:18	45325/45325	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/typography.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/components/typography.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:18	55000/55000	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:18	52486/52486	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:18	50598/50598	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:19	49613/49613	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:19	52617/52617	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/tables/regular.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/tables/regular.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:19	56778/56778	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:20	69960/69960	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/tables/datatables.net.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/tables/datatables.net.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:20	41991/41991	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/maps/google.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/maps/google.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:20	39571/39571	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/maps/fullscreen.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/maps/fullscreen.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:21	41176/41176	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/maps/vector.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/maps/vector.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:21	59038/59038	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/widgets.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/widgets.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:21	44758/44758	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/charts.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/charts.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:22	41068/41068	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/calendar.html	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/calendar.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:22	3310/3310	---M--	200	added ('OK')	image/png	etag:%225b34ddf4-cee%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/US.png	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/US.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:23	3109/3109	---M--	200	added ('OK')	image/png	etag:%225b34ddf4-c25%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/DE.png	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/DE.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:23	3488/3488	---M--	200	added ('OK')	image/png	etag:%225b34ddf4-da0%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/AU.png	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/AU.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:23	3543/3543	---M--	200	added ('OK')	image/png	etag:%225b34ddf4-dd7%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/GB.png	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/GB.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:23	3298/3298	---M--	200	added ('OK')	image/png	etag:%225b34ddf4-ce2%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/RO.png	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/RO.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:24	3594/3594	---M--	200	added ('OK')	image/png	etag:%225b34ddf4-e0a%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/BR.png	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/BR.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:26	123917/123917	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-1e40d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/card-3.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/card-3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:26	251125/251125	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-3d4f5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/card-2.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/card-2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:26	233583/233583	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-3906f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/card-1.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/card-1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:27	393121/393121	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-5ffa1%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-2.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:28	145741/145741	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-2394d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/core/jquery.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/core/jquery.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:28	33477/33477	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-82c5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/core/popper.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:28	25332/25332	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-62f4%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/perfect-scrollbar.jquery.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/perfect-scrollbar.jquery.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:28	377600/377600	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-5c300%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-3.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:29	58687/58687	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-e53f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/moment.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/moment.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:29	76652/76652	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-12b6c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/core/bootstrap-material-design.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/core/bootstrap-material-design.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:29	56499/56499	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-dcb3%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/sweetalert2.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/sweetalert2.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:29	21090/21090	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-5262%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.validate.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.validate.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:29	14594/14594	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-3902%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.bootstrap-wizard.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.bootstrap-wizard.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:29	386464/386464	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-5e5a0%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-4.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-4.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:29	95037/95037	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-1733d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-selectpicker.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-selectpicker.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:30	40248/40248	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-9d38%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-datetimepicker.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-datetimepicker.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:30	22293/22293	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-5715%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:30	16780/16780	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-418c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:31	213775/213775	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-3430f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:31	21163/21163	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-52ab%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:31	269400/269400	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-41c58%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:32	5091/5091	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-13e3%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:32	238050/238050	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd48ec-3a1e2%22	https://cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:33	10934/10934	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b862f1e-2ab6%22	https://buttons.github.io/buttons.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:33	2183504/2183504	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-215150%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
